session_id,session_created,focal_id,focal_counter,foc_tab,foc_nn,foc_groom,foc_aggr,path_foc_tab,path_foc_nn,path_foc_groom,path_foc_aggr
2023-02-09_cp_julia_1,2023-02-16 15:18:32,cp,1,NA,NA,NA,NA,/Users/cneumann/Documents/data_collector/www/2023-02-09_pb_julia/2023-02-09_cp_julia_1_foctab.csv,/Users/cneumann/Documents/data_collector/www/2023-02-09_pb_julia/2023-02-09_cp_julia_1_nn.csv,/Users/cneumann/Documents/data_collector/www/2023-02-09_pb_julia/2023-02-09_cp_julia_1_groom.csv,/Users/cneumann/Documents/data_collector/www/2023-02-09_pb_julia/2023-02-09_cp_julia_1_aggr.csv
2023-02-09_rm_julia_1,2023-02-16 15:20:51,rm,1,NA,NA,NA,NA,/Users/cneumann/Documents/data_collector/www/2023-02-09_pb_julia/2023-02-09_rm_julia_1_foctab.csv,/Users/cneumann/Documents/data_collector/www/2023-02-09_pb_julia/2023-02-09_rm_julia_1_nn.csv,/Users/cneumann/Documents/data_collector/www/2023-02-09_pb_julia/2023-02-09_rm_julia_1_groom.csv,/Users/cneumann/Documents/data_collector/www/2023-02-09_pb_julia/2023-02-09_rm_julia_1_aggr.csv
